Zeilen ID;Name;Name Code;Sitz;Jahr;Teil;Seite (Bilanz);Position;Zahl;Titel (fein);Code nach Titel (fein);Wert (Euro)
1093;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;47;8.;GuV: sonstige betriebliche Aufwendungen;1128;2319428,69
1094;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;48;501;GuV: Zwischenergebnis 2;1146;-358026,03
1095;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;49;9.;GuV: Zinsen und ähnliche Aufwendungen;1139;8504,44
1096;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;50;9.a.;GuV: Zinsen und ähnliche Aufwendungen: davon aus Aufzinsung;1141;1721,61
1097;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;51;10.;GuV: Ergebnis vor sonstigen Steuern;1095;-366530,42
1098;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;52;11.;GuV: Sonstige Steuern;1131;17311,5
1099;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2019;GuV;-;53;12.;GuV: Jahresfehlbetrag/Jahresüberschuss;1110;-383841,92
1100;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;37;1.;GuV: Umsatzerlöse;1137;19381320,25
1101;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;38;I.;GuV: Erstattungen SARS-COV-2 bedingte Mehraufwendungen sowie Mindereinnahmen nach § 150 Abs. 3 SGB  XI;1099;1752057,47
1102;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;39;II.;GuV: Erstattung von Auszahlungen Corona-Prämien  für Beschäftigte gemäß § 150a SGB XI;1097;480746
1103;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;40;III.;GuV: Erstattungen des GKV-Spitzenverband für anfallende, außerordentliche Aufwendungen (TestV, § 150 Abs. 5a SGB [sic!]);1098;179888,85
1104;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;41;2.;GuV: sonstige betriebliche Erträge;1129;433916,32
1105;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;42;3.;GuV: Materialaufwand;1112;998212,54
1106;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;43;3.a.;GuV: Materialaufwand: Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;1114;836118,35
1107;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;44;3.b.;GuV: Materialaufwand: Aufwendungen für bezogene Leistungen;1113;162094,19
1108;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;45;4.;GuV: Personalaufwand;1121;15724046,55
1109;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;46;4.a.;GuV: Personalaufwand: Löhne und Gehälter;1122;13031578,36
1110;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;47;4.b.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;1124;2692468,19
1111;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;48;4.b.a.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung: davon für Altersversorgung;1126;73035,83
1112;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;49;IV.;GuV: Auszahlung Corona-Prämien für Beschäftigte gem. § 150a SGB XI;1087;-480746
1113;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;50;500;GuV: Zwischenergebnis 1;1144;3092977,48
1114;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;51;5.;GuV: Erträge aus der Auflösung von Sonderposten;1102;23602,71
1115;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;52;6.;GuV: Aufwendungen aus der Zuführung von Sonderposten;1084;25803,02
1116;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;53;7.;GuV: Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen;1079;184024,26
1117;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;56;8.;GuV: sonstige betriebliche Aufwendungen;1128;2727189,27
1118;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;57;501;GuV: Zwischenergebnis 2;1146;179563,64
1119;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;58;9.;GuV: Zinsen und ähnliche Aufwendungen;1139;12341,48
1120;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;59;9.a.;GuV: Zinsen und ähnliche Aufwendungen: davon aus Aufzinsung;1141;2154,07
1121;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;60;10.;GuV: Ergebnis vor sonstigen Steuern;1095;167222,36
1122;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;61;11.;GuV: Sonstige Steuern;1131;18877
1123;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2020;GuV;-;62;12.;GuV: Jahresfehlbetrag/Jahresüberschuss;1110;148345,36
1124;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;40;1.;GuV: Umsatzerlöse;1137;490517,03
1125;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;41;2.;GuV: sonstige betriebliche Erträge;1129;1149041,52
1126;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;42;3.;GuV: Materialaufwand;1112;6857,99
1127;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;43;3.a.;GuV: Materialaufwand: Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;1114;6855,03
1128;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;44;3.b.;GuV: Materialaufwand: Aufwendungen für bezogene Leistungen;1113;2,96
1129;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;45;4.;GuV: Personalaufwand;1121;658114,49
1130;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;46;4.a.;GuV: Personalaufwand: Löhne und Gehälter;1122;559279,81
1131;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;47;4.b.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;1124;98834,68
1132;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;48;4.b.a.;GuV: Personalaufwand: soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung: davon für Altersversorgung;1126;1488,17
1133;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;49;500;GuV: Zwischenergebnis 1;1144;974586,07
1134;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;50;5.;GuV: Erträge aus der Auflösung von Sonderposten;1102;1789
1135;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;51;6.;GuV: Aufwendungen aus der Zuführung von Sonderposten;1084;0
1136;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;52;7.;GuV: Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen;1079;6429,83
1137;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;55;8.;GuV: sonstige betriebliche Aufwendungen;1128;151331,1
1138;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;56;501;GuV: Zwischenergebnis 2;1146;818614,14
1139;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;57;9.;GuV: Zinsen und ähnliche Aufwendungen;1139;0
1140;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;58;9.a.;GuV: Zinsen und ähnliche Aufwendungen: davon aus Aufzinsung;1141;0
1141;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;59;10.;GuV: Ergebnis vor sonstigen Steuern;1095;818614,14
1142;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;60;11.;GuV: Sonstige Steuern;1131;368
1143;Gemeinschaftswerk Wohnen und Pflege GmbH;13;Nauen;2021;GuV;-;61;12.;GuV: Jahresfehlbetrag/Jahresüberschuss;1110;818246,14
1144;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;41816
1145;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Sachanlagen;1010;41816
1146;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;3;B.;Umlaufvermögen;1180;159951,51
1147;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;4;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;70422,96
1148;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;5;B.II.;Umlaufvermögen: Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;1197;89528,55
1149;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;6;C.;Nicht durch Eigenkapital gedeckter Fehlbetrag (Aktivaseite);1163;8323,38
1150;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Aktiva;7;0;Summe Aktiva;1178;210090,89
1151;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;8;A.;Eigenkapital;1030;0
1152;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;9;A.I.;Eigenkapital: gezeichnetes Kapital;1050;100
1153;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;10;A.II.;Eigenkapital: Gewinnrücklagen;1044;6997,24
1154;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;11;A.III.;Eigenkapital: Verlustvortrag;1068;122411,05
1155;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;12;A.IV.;Eigenkapital: Jahresüberschuss;1059;106990,43
1156;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;13;A.V.;Eigenkapital: Nicht gedeckter Fehlbetrag;1067;8323,38
1157;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;14;B.;Rückstellungen;1169;8500
1158;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;15;C.;Verbindlichkeiten;1207;201590,89
1159;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;16;C.a.;Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1213;118086,79
1160;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;17;C.b.;Verbindlichkeiten: davon mit einer Restlaufzeit von mehr als einem Jahr;1214;83504,1
1161;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2018;Bilanz;Passiva;18;0;Summe Passiva;1179;210090,89
1162;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;22592
1163;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Sachanlagen;1010;22592
1164;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;6
1165;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;22586
1166;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;5;B.;Umlaufvermögen;1180;130084,25
1167;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;6;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;95980,8
1168;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;7;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;72027,77
1169;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;8;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;23953,03
1170;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;9;B.I.2.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;11145
1171;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;10;B.II.;Umlaufvermögen: Wertpapiere des Umlaufvermögens;1206;0
1172;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;11;B.III.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;34103,45
1173;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;12;C.;Ausgleichsposten;1019;0
1174;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Aktiva;13;0;Summe Aktiva;1178;152676,25
1175;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;14;A.;Eigenkapital;1030;50959,33
1176;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;15;A.I.;Eigenkapital: gezeichnetes Kapital;1050;100
1177;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;16;A.II.;Eigenkapital: Gewinnrücklagen;1044;17962,24
1178;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;17;A.II.1.;Eigenkapital: Gewinnrücklagen: gesetzliche Rücklage;1045;17962,24
1179;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;18;A.III.;Eigenkapital: Gewinnvortrag;1046;0
1180;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;19;A.IV.;Eigenkapital: Jahresfehlbetrag;1057;0
1181;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;20;A.V.;Eigenkapital: Bilanzgewinn;1034;32897,09
1182;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;21;A.V.a.;Eigenkapital: Bilanzgewinn: davon Gewinnvortrag;1036;-15420,62
1183;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;22;B.;Rückstellungen;1169;5000
1184;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;23;B.1.;Rückstellungen: Sonstige Rückstellungen;1170;5000
1185;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;24;C.;Verbindlichkeiten;1207;96716,92
1186;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;25;C.1.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten;1227;47833,31
1187;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;26;C.1.a.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten: davon mit einer Restlaufzeit bis zu einem Jahr;1228;7217,27
1188;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;27;C.2.;Verbindlichkeiten: Sonstige Verbindlichkeiten;1217;48883,61
1189;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;28;C.2.a.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon aus Steuern;1218;8294,42
1190;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;29;C.2.b.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon im Rahmen der sozialen Sicherheit;1219;0
1191;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;30;C.2.c.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1220;48883,61
1192;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2019;Bilanz;Passiva;31;0;Summe Passiva;1179;152676,25
1193;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;27403
1194;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Sachanlagen;1010;27403
1195;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;3117
1196;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;24286
1197;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;5;B.;Umlaufvermögen;1180;125572,61
1198;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;6;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;103139,8
1199;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;7;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;85926,98
1200;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;8;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;17212,82
1201;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;9;B.I.2.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;9066
1202;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;10;B.II.;Umlaufvermögen: Wertpapiere des Umlaufvermögens;1206;0
1203;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;11;B.III.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;22432,81
1204;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;12;C.;Ausgleichsposten;1019;0
1205;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Aktiva;13;0;Summe Aktiva;1178;152975,61
1206;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;14;A.;Eigenkapital;1030;32558,37
1207;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;15;A.I.;Eigenkapital: gezeichnetes Kapital;1050;100
1208;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;16;A.II.;Eigenkapital: Gewinnrücklagen;1044;17962,24
1209;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;17;A.II.1.;Eigenkapital: Gewinnrücklagen: gesetzliche Rücklage;1045;17962,24
1210;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;18;A.III.;Eigenkapital: Gewinnvortrag;1046;32897,09
1211;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;19;A.IV.;Eigenkapital: Jahresfehlbetrag;1057;18400,96
1212;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;20;A.V.;Eigenkapital: Bilanzgewinn;1034;0
1213;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;21;A.V.a.;Eigenkapital: Bilanzgewinn: davon Gewinnvortrag;1036;0
1214;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;22;B.;Rückstellungen;1169;4000
1215;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;23;B.1.;Rückstellungen: Sonstige Rückstellungen;1170;4000
1216;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;24;C.;Verbindlichkeiten;1207;116417,24
1217;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;25;C.1.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten;1227;64089,27
1218;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;26;C.1.a.;Verbindlichkeiten: Verbindlichkeiten gegenüber Kreditinstituten: davon mit einer Restlaufzeit bis zu einem Jahr;1228;5613,43
1219;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;27;C.2.;Verbindlichkeiten: Sonstige Verbindlichkeiten;1217;52327,97
1220;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;28;C.2.a.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon aus Steuern;1218;19120,11
1221;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;29;C.2.b.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon im Rahmen der sozialen Sicherheit;1219;888,29
1222;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;30;C.2.c.;Verbindlichkeiten: Sonstige Verbindlichkeiten: davon mit einer Restlaufzeit bis zu einem Jahr;1220;52327,97
1223;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2020;Bilanz;Passiva;31;0;Summe Passiva;1179;152975,61
1224;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;1;A.;Anlagevermögen;1001;38441
1225;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;2;A.I.;Anlagevermögen: Sachanlagen;1010;38441
1226;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;3;A.I.1.;Anlagevermögen: Sachanlagen: Einrichtungen und Ausstattungen ohne Fahrzeuge;1012;2795
1227;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;4;A.I.2.;Anlagevermögen: Sachanlagen: Fahrzeuge;1013;35646
1228;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;5;B.;Umlaufvermögen;1180;177121,57
1229;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;6;B.I.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände;1182;129364,89
1230;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;7;B.I.1.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: Forderungen aus Lieferungen und Leistungen;1185;96000,82
1231;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;8;B.I.2.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände;1191;33364,07
1232;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;9;B.I.2.a.;Umlaufvermögen: Forderungen und sonstige Vermögensgegenstände: sonstige Vermögensgegenstände: davon mit einer Restlaufzeit von mehr als einem Jahr;1192;0
1233;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;10;B.II.;Umlaufvermögen: Wertpapiere des Umlaufvermögens;1206;0
1234;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;11;B.III.;Umlaufvermögen: Kassenbestand, Guthaben bei Kreditinstituten und Schecks;1199;47756,68
1235;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;12;C.;Ausgleichsposten;1019;0
1236;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Aktiva;13;0;Summe Aktiva;1178;215562,57
1237;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Passiva;14;A.;Eigenkapital;1030;64461,17
1238;H.L.S.E. Private Hauskrankenpflege UG (haftungsbeschränkt);14;Potsdam;2021;Bilanz;Passiva;15;A.I.;Eigenkapital: gezeichnetes Kapital;1050;100
